User_id,Extension,TipoMov,fecha
74,0,1,1/7/2024 23:57
74,-6,0,1/10/2024 11:33
74,8,1,1/10/2024 16:55
74,-6,0,1/13/2024 8:09
74,-8,1,1/14/2024 11:12
74,-2,0,1/16/2024 19:24
74,9,1,1/18/2024 16:32
74,7,0,1/20/2024 13:13
74,4,1,1/24/2024 16:12
74,-3,0,2/2/2024 5:54
74,9,1,2/10/2024 12:09
74,5,0,2/21/2024 9:18
74,-1,1,2/21/2024 11:55
74,7,0,2/28/2024 6:16
74,-4,1,3/5/2024 19:48
74,-7,0,3/7/2024 6:13
74,-9,1,3/7/2024 20:02
74,-7,0,3/9/2024 23:10
74,-2,1,3/10/2024 23:45
74,9,0,3/17/2024 18:57
74,2,1,3/19/2024 17:03
74,-6,0,3/20/2024 4:41
74,2,1,3/25/2024 18:32
74,-8,0,3/31/2024 21:05
74,-1,1,4/6/2024 17:23
74,2,0,4/9/2024 10:32
74,7,1,4/15/2024 23:29
74,-1,0,5/8/2024 9:21
74,3,1,5/12/2024 14:20
74,-1,0,5/13/2024 7:48
74,-7,1,5/18/2024 9:28
74,-8,0,5/30/2024 15:37
74,1,1,6/6/2024 19:27
74,0,0,6/29/2024 17:30
74,-2,1,7/3/2024 4:46
74,8,0,7/5/2024 14:04
74,3,1,7/7/2024 7:15
74,-3,0,7/10/2024 20:26
74,8,1,7/11/2024 12:46
74,0,0,7/12/2024 22:45
74,5,1,7/19/2024 22:53
74,-2,0,8/1/2024 9:59
74,-9,1,8/1/2024 11:02
74,2,0,8/12/2024 18:41
74,-6,1,8/12/2024 23:07
74,-6,0,8/23/2024 21:47
74,8,1,8/24/2024 11:58
74,9,0,8/25/2024 1:22
74,-4,1,8/25/2024 14:54
74,0,0,8/26/2024 18:04
74,6,1,9/10/2024 12:56
74,-5,0,9/19/2024 3:21
74,5,1,9/20/2024 6:55
75,-2,0,1/2/2023 11:20
75,4,1,1/4/2023 23:46
75,7,0,1/6/2023 20:49
75,-10,1,1/7/2023 9:34
75,-6,0,1/15/2023 10:06
75,1,1,1/17/2023 18:36
75,0,0,1/18/2023 6:11
75,-5,1,1/29/2023 6:40
75,1,0,2/1/2023 4:06
75,2,1,2/4/2023 9:28
75,-2,0,2/4/2023 10:33
75,3,1,2/5/2023 13:47
75,-6,0,2/7/2023 20:12
75,8,1,2/8/2023 12:00
75,-3,0,2/16/2023 6:54
75,-9,1,2/18/2023 0:44
75,3,0,2/20/2023 17:24
75,8,1,2/20/2023 17:57
75,-4,0,2/20/2023 20:48
75,-1,1,2/28/2023 0:00
75,-4,0,3/2/2023 9:30
75,-6,1,3/5/2023 18:23
75,-2,0,3/9/2023 9:49
75,2,1,3/9/2023 12:00
75,8,0,3/9/2023 22:30
75,2,1,3/13/2023 0:07
75,6,0,3/17/2023 21:41
75,-9,1,3/19/2023 4:08
75,9,0,3/19/2023 8:27
75,4,1,3/21/2023 20:27
75,-5,0,3/27/2023 20:24
75,-6,1,3/30/2023 10:06
75,-5,0,4/2/2023 4:07
75,-5,1,4/15/2023 16:26
75,3,0,4/17/2023 13:49
75,4,1,4/20/2023 16:30
75,6,0,4/21/2023 16:34
75,-10,1,4/23/2023 10:51
75,-1,0,4/26/2023 11:32
75,8,1,4/28/2023 14:44
75,-3,0,4/28/2023 18:22
75,0,1,5/1/2023 0:31
75,-4,0,5/8/2023 1:35
75,1,1,5/8/2023 17:06
75,-6,0,5/12/2023 21:56
75,-8,1,5/18/2023 21:22
75,5,0,5/21/2023 20:30
75,-10,1,5/21/2023 23:18
75,-8,0,5/25/2023 21:16
75,2,1,5/31/2023 18:55
75,7,0,6/6/2023 21:10
75,-9,1,6/14/2023 15:53
75,-4,0,6/14/2023 21:26
75,-7,1,6/21/2023 22:17
75,5,0,6/24/2023 8:48
75,1,1,6/26/2023 12:01
75,9,0,7/4/2023 3:57
75,-6,1,7/5/2023 1:50
75,-9,0,7/15/2023 15:00
75,-4,1,7/16/2023 14:54
75,-3,0,7/18/2023 1:20
75,4,1,7/22/2023 0:41
75,-4,0,7/22/2023 7:41
75,6,1,7/24/2023 11:48
75,-1,0,7/30/2023 12:01
75,-6,1,8/4/2023 19:03
75,-10,0,8/16/2023 15:59
75,-5,1,8/20/2023 6:21
75,-3,0,8/20/2023 17:34
75,6,1,8/25/2023 17:47
75,-3,0,8/28/2023 21:04
75,5,1,8/30/2023 19:50
75,-2,0,9/7/2023 4:14
75,-3,1,9/10/2023 10:59
75,-3,0,9/25/2023 6:51
75,-2,1,10/2/2023 6:00
75,-4,0,10/8/2023 19:31
75,5,1,10/18/2023 14:05
75,8,0,10/27/2023 22:38
75,4,1,10/27/2023 23:02
75,-8,0,11/2/2023 16:11
75,2,1,11/5/2023 3:50
75,4,0,11/11/2023 8:16
75,7,1,11/25/2023 0:42
75,-4,0,12/4/2023 8:33
75,-10,1,12/6/2023 5:53
75,8,0,12/15/2023 12:45
75,5,1,12/17/2023 19:29
75,1,0,12/18/2023 14:48
75,-6,1,12/20/2023 11:33
75,8,0,12/20/2023 21:36
75,-6,1,12/28/2023 10:57
75,2,0,12/28/2023 16:21
75,4,1,12/29/2023 9:22
75,5,0,12/30/2023 14:43
75,-1,1,12/31/2023 15:56
75,-2,0,1/5/2024 12:01
75,-1,1,1/7/2024 9:44
75,-2,0,1/8/2024 7:44
75,8,1,1/17/2024 21:57
75,0,0,1/24/2024 21:14
75,1,1,1/25/2024 13:55
75,5,0,1/31/2024 14:29
75,-6,1,2/2/2024 9:00
75,9,0,2/3/2024 11:28
75,1,1,2/4/2024 22:32
75,6,0,2/20/2024 8:23
75,-7,1,2/21/2024 23:25
75,-10,0,3/14/2024 0:52
75,-1,1,3/15/2024 0:45
75,-6,0,3/15/2024 17:03
75,-2,1,3/18/2024 11:08
75,-4,0,3/25/2024 4:00
